GEOID,NMTC Eligibility,Opportunity Zone
42011012701,Not Eligible,No
42011012702,Not Eligible,No
42011012800,Not Eligible,No
42011012901,Not Eligible,No
42011012902,Not Eligible,No
42011013000,Not Eligible,No
42011013100,Not Eligible,No
42011013200,Not Eligible,No
42011013301,Not Eligible,No
42011013302,Not Eligible,No
42011013402,Not Eligible,No
42011013403,Not Eligible,No
42011013404,Not Eligible,No
42011013501,Not Eligible,No
42011013502,Not Eligible,No
42011013503,Not Eligible,No
42011013600,Not Eligible,No
42011013701,Not Eligible,No
42011013702,Not Eligible,No
42011013800,Not Eligible,No
42011013901,Not Eligible,No
42011013902,Not Eligible,No
42011014000,Not Eligible,No
42011014101,Deep Distress or High Migration Rural County,No
42011014102,Not Eligible,No
42011014201,Not Eligible,No
42011014202,Not Eligible,No
42013010101,Not Eligible,No
42013010102,Severe Distress or Non-Metropolitan,No
42013010103,Not Eligible,No
42013010401,Eligible,No
42013010403,Not Eligible,No
42013010404,Not Eligible,No
42013010500,Not Eligible,No
42013010600,Not Eligible,No
42013010701,Not Eligible,No
42013010702,Not Eligible,No
42013010800,Not Eligible,No
42013010900,Not Eligible,No
42013011001,Eligible,No
42013011002,Severe Distress or Non-Metropolitan,No
42013011101,Severe Distress or Non-Metropolitan,No
42013011102,Not Eligible,No
42013011201,Not Eligible,No
42013011202,Eligible,No
42013011300,Not Eligible,No
42013011400,Eligible,No
42013011500,Not Eligible,No
42013011600,Eligible,No
42013100200,Not Eligible,No
42013100300,Severe Distress or Non-Metropolitan,Low-Income Community
42013100400,Not Eligible,No
42013100500,Severe Distress or Non-Metropolitan,No
42013100600,Eligible,No
42013100700,Deep Distress or High Migration Rural County,Low-Income Community
42013100800,Eligible,No
42013100900,Not Eligible,No
42013101100,Not Eligible,No
42013101200,Not Eligible,No
42013101400,Severe Distress or Non-Metropolitan,No
42013101500,Not Eligible,No
42013101600,Severe Distress or Non-Metropolitan,No
42013101700,Severe Distress or Non-Metropolitan,Low-Income Community
42013101800,Severe Distress or Non-Metropolitan,Low-Income Community
42013101900,Deep Distress or High Migration Rural County,Low-Income Community
42015950100,Not Eligible,No
42015950200,Severe Distress or Non-Metropolitan,No
42015950300,Severe Distress or Non-Metropolitan,No
42015950400,Severe Distress or Non-Metropolitan,No
42015950501,Severe Distress or Non-Metropolitan,No
42015950502,Not Eligible,No
42015950600,Not Eligible,No
42015950700,Severe Distress or Non-Metropolitan,No
42015950800,Not Eligible,No
42015950900,Not Eligible,No
42015951000,Severe Distress or Non-Metropolitan,Low-Income Community
42015951100,Not Eligible,No
42015951200,Not Eligible,No
42015951300,Severe Distress or Non-Metropolitan,No
42015951400,Severe Distress or Non-Metropolitan,No
42017100102,Not Eligible,No
42017100103,Eligible,No
42017100104,Eligible,No
42017100105,Not Eligible,No
42017100201,Not Eligible,No
42017100206,Not Eligible,No
42017100207,Not Eligible,No
42017100208,Eligible,No
42017100210,Not Eligible,No
42017100211,Not Eligible,No
42017100212,Not Eligible,No
42017100213,Not Eligible,No
42017100214,Not Eligible,No
42017100302,Not Eligible,Low-Income Community
42017100303,Not Eligible,No
42017100304,Eligible,No
42017100306,Severe Distress or Non-Metropolitan,No
42017100307,Severe Distress or Non-Metropolitan,No
42017100401,Not Eligible,No
42017100402,Not Eligible,No
42017100403,Not Eligible,No
42017100404,Not Eligible,No
42017100406,Not Eligible,No
42017100407,Not Eligible,No
42017100408,Not Eligible,No
42017100500,Not Eligible,No
42017100600,Not Eligible,Low-Income Community
42017100700,Severe Distress or Non-Metropolitan,No
42017100803,Not Eligible,No
42017100804,Not Eligible,No
42017100805,Not Eligible,No
42017100807,Not Eligible,No
42017100808,Not Eligible,No
42017100809,Not Eligible,No
42017100811,Not Eligible,No
42017100900,Not Eligible,No
42017101100,Not Eligible,No
42017101401,Not Eligible,No
42017101403,Not Eligible,No
42017101404,Not Eligible,No
42017101405,Eligible,No
42017101503,Not Eligible,No
42017101504,Not Eligible,No
42017101505,Not Eligible,No
42017101506,Not Eligible,No
42017101603,Not Eligible,No
42017101605,Eligible,No
42017101607,Not Eligible,No
42017101609,Not Eligible,No
42017101610,Not Eligible,No
42017101611,Not Eligible,No
42017101802,Not Eligible,No
42017101805,Not Eligible,No
42017101807,Not Eligible,No
42017101808,Not Eligible,No
42017101809,Not Eligible,No
42017101810,Not Eligible,No
42017101900,Not Eligible,No
42017102002,Not Eligible,No
42017102003,Not Eligible,No
42017102004,Not Eligible,No
42017102102,Not Eligible,No
42017102104,Not Eligible,No
42017102300,Not Eligible,No
42017102401,Not Eligible,No
42017102402,Not Eligible,No
42017102500,Eligible,No
42017102600,Not Eligible,No
42017102700,Not Eligible,No
42017102801,Not Eligible,No
42017103101,Not Eligible,No
42017103102,Not Eligible,No
42017103103,Not Eligible,No
42017103300,Not Eligible,No
42017103400,Not Eligible,No
42017103700,Not Eligible,No
42017103800,Not Eligible,No
42017103900,Not Eligible,No
42017104000,Not Eligible,No
42017104100,Not Eligible,No
42017104201,Not Eligible,No
42017104203,Not Eligible,No
42017104204,Not Eligible,No
42017104301,Not Eligible,No
42017104303,Not Eligible,No
42017104304,Not Eligible,No
42017104400,Not Eligible,No
42017104502,Not Eligible,No
42017104503,Not Eligible,No
42017104505,Not Eligible,No
42017104506,Not Eligible,No
42017104601,Not Eligible,No
42017104603,Not Eligible,No
42017104604,Not Eligible,No
42017104701,Not Eligible,No
42017104702,Not Eligible,No
42017104703,Not Eligible,No
42017104800,Not Eligible,No
42017104901,Not Eligible,No
42017104902,Not Eligible,No
42017105003,Not Eligible,No
42017105004,Not Eligible,No
42017105006,Not Eligible,No
42017105008,Not Eligible,No
42017105009,Not Eligible,No
42017105010,Not Eligible,No
42017105011,Not Eligible,No
42017105012,Not Eligible,No
42017105013,Not Eligible,No
42017105100,Not Eligible,No
42017105202,Not Eligible,No
42017105203,Not Eligible,No
42017105206,Not Eligible,No
42017105207,Not Eligible,No
42017105208,Not Eligible,No
42017105300,Not Eligible,No
42017105401,Not Eligible,No
42017105402,Not Eligible,No
42017105505,Not Eligible,No
42017105506,Not Eligible,No
42017105507,Not Eligible,No
42017105508,Not Eligible,No
42017105509,Not Eligible,No
42017105510,Not Eligible,No
42017105511,Not Eligible,No
42017105600,Not Eligible,No
42017105702,Not Eligible,No
42017105704,Not Eligible,No
42017105801,Not Eligible,No
42017105805,Not Eligible,No
42017105807,Not Eligible,No
42017105808,Not Eligible,No
42017105809,Not Eligible,No
42017105810,Not Eligible,No
42017105811,Not Eligible,No
42017105812,Not Eligible,No
42017105900,Not Eligible,No
42017106000,Not Eligible,No
42017106100,Not Eligible,No
42017106201,Not Eligible,No
42017106202,Not Eligible,No
42017106300,Not Eligible,No
42017106401,Not Eligible,No
42017106402,Not Eligible,No
42017106500,Not Eligible,No
42017106600,Not Eligible,No
42017980000,Not Eligible,No
42019902100,Not Eligible,No
42019902200,Deep Distress or High Migration Rural County,No
42019902300,Severe Distress or Non-Metropolitan,No
42019902400,Severe Distress or Non-Metropolitan,Low-Income Community
42019902500,Deep Distress or High Migration Rural County,No
42019902600,Not Eligible,No
42019902700,Not Eligible,No
42019902800,Not Eligible,No
42019902900,Not Eligible,No
42019903000,Not Eligible,No
42019903100,Not Eligible,No
42019910100,Not Eligible,No
42019910200,Not Eligible,No
42019910301,Not Eligible,No
42019910302,Not Eligible,No
42019910400,Severe Distress or Non-Metropolitan,No
42019910600,Eligible,No
42019910700,Not Eligible,No
42019910800,Not Eligible,No
42019910900,Not Eligible,No
42019911000,Not Eligible,No
42019911100,Not Eligible,No
42019911200,Eligible,No
42019911300,Not Eligible,No
42019911400,Not Eligible,No
42019911501,Not Eligible,No
42019911502,Not Eligible,No
42019911600,Not Eligible,No
42019911700,Not Eligible,No
42019911800,Not Eligible,No
42019911900,Not Eligible,No
42019912001,Not Eligible,No
42019912002,Not Eligible,No
42019912101,Not Eligible,No
42019912102,Not Eligible,No
42019912200,Not Eligible,No
42019912301,Not Eligible,No
42019912303,Not Eligible,No
42019912304,Not Eligible,No
42019912403,Not Eligible,No
42019912404,Not Eligible,No
42019912405,Not Eligible,No
42019912406,Not Eligible,No
42019912701,Not Eligible,No
42019912702,Not Eligible,No
42019912800,Not Eligible,No
42019980100,Not Eligible,No
42021000100,Deep Distress or High Migration Rural County,Low-Income Community
42021000200,Deep Distress or High Migration Rural County,Low-Income Community
42021000300,Severe Distress or Non-Metropolitan,Low-Income Community
42021000500,Severe Distress or Non-Metropolitan,No
42021000600,Severe Distress or Non-Metropolitan,No
42021000700,Severe Distress or Non-Metropolitan,No
42021001200,Severe Distress or Non-Metropolitan,No
42021010100,Not Eligible,No
42021010200,Severe Distress or Non-Metropolitan,No
42021010300,Not Eligible,No
42021010500,Eligible,No
42021010600,Not Eligible,No
42021010700,Not Eligible,No
42021010801,Not Eligible,No
42021011000,Eligible,No
42021011100,Not Eligible,No
42021011200,Not Eligible,No
42021011300,Not Eligible,No
42021011400,Eligible,No
42021011500,Not Eligible,No
42021011600,Eligible,No
42021011700,Eligible,No
42021011800,Eligible,No
42021011900,Eligible,No
42021012000,Not Eligible,No
42021012100,Eligible,No
42021012200,Not Eligible,No
42021012300,Not Eligible,No
42021012400,Not Eligible,No
42021012500,Not Eligible,No
42021012600,Not Eligible,No
42021012700,Eligible,No
42021012800,Not Eligible,No
42021012900,Not Eligible,No
42021013000,Eligible,No
42021013100,Eligible,No
42021013200,Eligible,No
42021013300,Not Eligible,No
42021013400,Deep Distress or High Migration Rural County,Low-Income Community
42021013500,Severe Distress or Non-Metropolitan,Low-Income Community
42021013600,Deep Distress or High Migration Rural County,No
42021013700,Not Eligible,No
42023960100,Deep Distress or High Migration Rural County,Low-Income Community
42023960200,Deep Distress or High Migration Rural County,No
42025020102,Eligible,No
42025020103,Not Eligible,No
42025020106,Not Eligible,No
42025020107,Eligible,No
42025020108,Not Eligible,No
42025020201,Eligible,No
42025020202,Severe Distress or Non-Metropolitan,No
42025020301,Eligible,No
42025020302,Eligible,No
42025020400,Severe Distress or Non-Metropolitan,No
42025020501,Not Eligible,No
42025020502,Not Eligible,No
42025020600,Severe Distress or Non-Metropolitan,No
42025020700,Eligible,No
42025020801,Not Eligible,No
42025020802,Not Eligible,No
42025020900,Not Eligible,No
42027010100,Not Eligible,No
42027010200,Eligible,No
42027010300,Eligible,Low-Income Community
42027010400,Not Eligible,Non-LIC Contiguous
42027010500,Not Eligible,No
42027010600,Eligible,No
42027010700,Not Eligible,No
42027010801,Eligible,No
42027010802,Not Eligible,No
42027010901,Not Eligible,No
42027010902,Eligible,No
42027011001,Not Eligible,No
42027011002,Not Eligible,No
42027011101,Not Eligible,No
42027011102,Eligible,No
42027011201,Not Eligible,No
42027011202,Not Eligible,No
42027011301,Deep Distress or High Migration Rural County,No
42027011302,Severe Distress or Non-Metropolitan,No
42027011303,Not Eligible,No
42027011401,Not Eligible,No
42027011402,Not Eligible,No
42027011501,Not Eligible,No
42027011503,Deep Distress or High Migration Rural County,No
42027011504,Eligible,No
42027011600,Not Eligible,No
42027011702,Not Eligible,No
42027011800,Not Eligible,No
42027011901,Not Eligible,No
42027011903,Not Eligible,No
42027011904,Not Eligible,No
42027011905,Not Eligible,No
42027012000,Deep Distress or High Migration Rural County,No
42027012100,Deep Distress or High Migration Rural County,No
42027012200,Deep Distress or High Migration Rural County,No
42027012300,Not Eligible,No
42027012400,Deep Distress or High Migration Rural County,No
42027012500,Deep Distress or High Migration Rural County,Low-Income Community
42027012600,Deep Distress or High Migration Rural County,No
42027012700,Not Eligible,No
42027012800,Not Eligible,No
42029300101,Not Eligible,No
42029300103,Not Eligible,No
42029300104,Not Eligible,No
42029300106,Not Eligible,No
42029300107,Not Eligible,No
42029300108,Not Eligible,No
42029300109,Not Eligible,No
42029300201,Not Eligible,No
42029300202,Not Eligible,No
42029300301,Not Eligible,No
42029300302,Not Eligible,No
42029300303,Not Eligible,No
42029300400,Not Eligible,No
42029300501,Not Eligible,No
42029300502,Not Eligible,No
42029300600,Not Eligible,No
42029300700,Not Eligible,No
42029300800,Not Eligible,No
42029300900,Not Eligible,No
42029301001,Not Eligible,No
42029301002,Not Eligible,No
42029301100,Not Eligible,No
42029301300,Not Eligible,No
42029301401,Severe Distress or Non-Metropolitan,No
42029301402,Not Eligible,No
42029301500,Not Eligible,No
42029301600,Not Eligible,No
42029301700,Not Eligible,No
42029301800,Not Eligible,No
42029301900,Not Eligible,No
42029302000,Not Eligible,No
42029302102,Not Eligible,No
42029302103,Not Eligible,No
42029302104,Not Eligible,No
42029302203,Not Eligible,No
42029302204,Not Eligible,No
42029302205,Not Eligible,No
42029302206,Not Eligible,No
42029302207,Not Eligible,No
42029302300,Not Eligible,No
42029302400,Not Eligible,No
42029302500,Severe Distress or Non-Metropolitan,No
42029302600,Severe Distress or Non-Metropolitan,No
42029302702,Not Eligible,No
42029302703,Not Eligible,No
42029302704,Not Eligible,No
42029302705,Not Eligible,No
42029302706,Not Eligible,No
42029302802,Not Eligible,No
42029302803,Not Eligible,No
42029302804,Not Eligible,No
42029302806,Eligible,No
42029302807,Not Eligible,No
42029302901,Not Eligible,No
42029302902,Not Eligible,No
42029303000,Not Eligible,No
42029303100,Not Eligible,No
42029303301,Not Eligible,No
42029303302,Not Eligible,No
42029303401,Not Eligible,No
42029303402,Eligible,No
42029303501,Not Eligible,No
42029303502,Not Eligible,No
42029303801,Not Eligible,No
42029303803,Not Eligible,No
42029303804,Not Eligible,No
42029303901,Not Eligible,No
42029303902,Not Eligible,No
42029304000,Not Eligible,No
42029304101,Not Eligible,No
42029304102,Not Eligible,No
42029304201,Not Eligible,No
42029304300,Not Eligible,No
42029304403,Not Eligible,No
42029304404,Not Eligible,No
42029304405,Not Eligible,No
42029304406,Not Eligible,No
42029304502,Not Eligible,No
42029304503,Not Eligible,No
42029304504,Not Eligible,No
42029304600,Not Eligible,No
42029304900,Eligible,No
42029305000,Not Eligible,No
42029305101,Not Eligible,No
42029305102,Not Eligible,No
42029305300,Not Eligible,No
42029305400,Severe Distress or Non-Metropolitan,Low-Income Community
42029305500,Severe Distress or Non-Metropolitan,Low-Income Community
42029305600,Severe Distress or Non-Metropolitan,Low-Income Community
42029305700,Eligible,Low-Income Community
42029306000,Not Eligible,No
42029306300,Eligible,No
42029306501,Not Eligible,No
42029306503,Eligible,No
42029306504,Not Eligible,No
42029306600,Not Eligible,No
42029306700,Not Eligible,No
42029306800,Not Eligible,No
42029306900,Not Eligible,No
42029307000,Not Eligible,No
42029307100,Not Eligible,No
42029307200,Not Eligible,No
42029307300,Not Eligible,No
42029307400,Not Eligible,No
42029307700,Eligible,No
42029307800,Not Eligible,No
42029307900,Not Eligible,No
42029308000,Severe Distress or Non-Metropolitan,No
42029308101,Not Eligible,No
42029308102,Not Eligible,No
